age,height_cm,weight_kg,preferred_foot,pace,shooting,passing,dribbling,defending,physic,power_stamina,power_strength,value_eur,overall,potential
24,173,70,Right,86.0,60.0,58.0,71.0,36.0,53.0,73,48,1000000,67,73
23,179,72,Right,64.0,41.0,59.0,63.0,65.0,66.0,69,63,925000,67,73
24,193,74,Right,53.0,46.0,49.0,53.0,67.0,72.0,65,80,950000,67,73
24,184,80,Left,73.0,33.0,55.0,65.0,64.0,71.0,69,74,925000,67,73
24,184,84,Right,66.0,28.0,51.0,54.0,66.0,74.0,62,83,950000,67,73
25,180,75,Left,62.0,58.0,66.0,67.0,63.0,70.0,74,73,950000,67,73
23,163,59,Left,79.0,49.0,58.0,80.0,22.0,36.0,48,30,1000000,67,73
24,170,65,Right,76.0,55.0,64.0,74.0,30.0,48.0,62,38,1000000,67,73
24,188,76,Left,51.0,45.0,52.0,57.0,66.0,71.0,67,74,950000,67,73
23,180,81,Right,92.0,56.0,55.0,70.0,26.0,69.0,71,74,1000000,67,73
24,178,70,Left,79.0,59.0,66.0,68.0,54.0,69.0,82,62,1000000,67,73
24,172,72,Right,71.0,63.0,66.0,69.0,51.0,59.0,66,57,1000000,67,73
24,172,64,Right,82.0,65.0,61.0,69.0,32.0,54.0,65,57,1000000,67,73
22,179,77,Left,75.0,44.0,58.0,56.0,64.0,63.0,70,64,925000,67,73
23,189,79,Right,77.0,45.0,59.0,64.0,63.0,63.0,69,62,925000,67,73
23,175,67,Right,85.0,64.0,58.0,70.0,30.0,46.0,54,44,1000000,67,73
23,191,79,Right,61.0,26.0,44.0,46.0,67.0,70.0,65,74,950000,67,73
25,180,71,Right,66.0,63.0,63.0,67.0,62.0,69.0,75,70,925000,67,72
25,179,71,Left,86.0,65.0,60.0,71.0,27.0,57.0,66,57,1000000,67,72
23,165,60,Right,81.0,59.0,60.0,72.0,49.0,51.0,73,32,1000000,67,72
25,183,73,Left,66.0,53.0,54.0,61.0,66.0,76.0,78,79,900000,67,72
26,183,83,Right,62.0,38.0,48.0,51.0,68.0,77.0,87,80,900000,67,72
25,174,74,Right,75.0,59.0,61.0,64.0,61.0,72.0,90,66,900000,67,72
25,182,74,Right,58.0,53.0,59.0,64.0,65.0,73.0,76,74,925000,67,72
25,178,78,Right,70.0,66.0,53.0,70.0,32.0,69.0,59,74,1000000,67,72
25,176,75,Left,81.0,41.0,59.0,65.0,60.0,74.0,83,70,900000,67,72
23,180,68,Right,91.0,58.0,60.0,67.0,29.0,55.0,64,57,1000000,67,72
23,174,60,Right,90.0,57.0,60.0,69.0,40.0,62.0,68,60,1000000,67,72
24,173,69,Right,79.0,63.0,64.0,70.0,51.0,71.0,66,72,1000000,67,72
24,180,70,Right,75.0,55.0,62.0,66.0,63.0,77.0,92,71,1000000,67,72
24,189,79,Left,54.0,71.0,71.0,63.0,58.0,72.0,74,76,1000000,67,72
25,174,64,Right,75.0,48.0,62.0,67.0,61.0,56.0,73,56,900000,67,72
23,188,82,Right,88.0,62.0,62.0,67.0,37.0,73.0,73,79,1000000,67,72
24,176,71,Right,77.0,60.0,60.0,72.0,24.0,53.0,60,56,1000000,67,72
24,194,87,Right,48.0,37.0,43.0,47.0,67.0,79.0,66,91,925000,67,72
25,181,66,Right,64.0,57.0,68.0,70.0,60.0,66.0,70,66,1000000,67,72
24,173,68,Right,78.0,66.0,59.0,68.0,35.0,61.0,63,61,1000000,67,72
23,187,77,Right,66.0,35.0,50.0,44.0,67.0,70.0,65,72,925000,67,72
25,173,67,Right,76.0,56.0,61.0,67.0,61.0,62.0,75,60,900000,67,72
23,176,70,Right,83.0,40.0,56.0,63.0,59.0,64.0,86,56,900000,67,72
25,186,80,Right,70.0,68.0,59.0,63.0,33.0,68.0,64,74,1000000,67,72
25,185,74,Left,70.0,56.0,63.0,67.0,69.0,74.0,73,72,1000000,67,72
25,175,70,Right,77.0,56.0,60.0,68.0,61.0,61.0,77,49,900000,67,72
25,186,77,Right,53.0,30.0,45.0,44.0,69.0,68.0,70,70,900000,67,72
26,186,76,Right,39.0,49.0,57.0,63.0,60.0,75.0,77,76,900000,67,72
24,188,75,Right,66.0,53.0,67.0,68.0,63.0,70.0,66,75,925000,67,72
23,182,72,Right,85.0,62.0,60.0,66.0,39.0,65.0,55,74,1000000,67,72
25,184,75,Right,86.0,65.0,53.0,67.0,27.0,69.0,74,70,1000000,67,72
25,168,58,Right,77.0,57.0,64.0,70.0,39.0,50.0,39,56,1000000,67,72
25,178,73,Right,76.0,50.0,61.0,65.0,63.0,65.0,73,59,900000,67,72
23,180,74,Right,75.0,65.0,49.0,70.0,35.0,60.0,54,64,1000000,67,72
23,181,73,Right,68.0,42.0,63.0,62.0,65.0,68.0,74,64,925000,67,72
23,178,71,Left,79.0,50.0,60.0,69.0,62.0,70.0,71,71,900000,67,72
24,186,81,Left,78.0,67.0,58.0,67.0,21.0,71.0,59,87,1000000,67,72
23,174,67,Left,67.0,60.0,64.0,71.0,36.0,44.0,52,44,1000000,67,72
23,168,75,Right,65.0,48.0,55.0,65.0,67.0,66.0,64,63,925000,67,72
24,178,73,Right,79.0,65.0,55.0,66.0,33.0,67.0,68,66,1000000,67,72
23,176,72,Right,73.0,56.0,67.0,69.0,56.0,61.0,66,57,0,67,72
23,170,68,Left,78.0,59.0,63.0,69.0,59.0,46.0,59,38,1000000,67,72
25,180,75,Right,77.0,40.0,58.0,65.0,61.0,72.0,78,71,900000,67,72
24,176,70,Left,71.0,60.0,62.0,70.0,39.0,48.0,43,55,1000000,67,72
26,180,74,Left,66.0,51.0,61.0,50.0,64.0,59.0,71,52,900000,67,72
24,190,88,Right,66.0,69.0,51.0,64.0,44.0,77.0,71,83,1000000,67,72
23,184,81,Left,76.0,43.0,59.0,61.0,61.0,73.0,80,76,900000,67,72
24,177,72,Right,73.0,51.0,66.0,68.0,65.0,72.0,76,70,925000,67,72
22,190,78,Right,66.0,37.0,43.0,48.0,68.0,73.0,60,80,925000,67,72
25,179,73,Left,76.0,61.0,63.0,71.0,65.0,70.0,76,67,1000000,67,72
25,171,69,Right,90.0,38.0,52.0,66.0,56.0,56.0,85,41,900000,67,72
23,180,74,Right,73.0,27.0,51.0,55.0,65.0,69.0,69,67,900000,67,72
23,173,68,Right,83.0,61.0,62.0,70.0,29.0,52.0,56,52,1000000,67,72
24,175,71,Right,67.0,55.0,62.0,66.0,66.0,64.0,76,51,900000,67,72
25,179,75,Right,63.0,34.0,46.0,47.0,67.0,68.0,57,75,900000,67,72
23,176,69,Right,69.0,60.0,64.0,56.0,64.0,69.0,68,70,925000,67,72
25,177,74,Right,66.0,64.0,58.0,73.0,30.0,50.0,40,59,1000000,67,72
23,176,72,Right,77.0,66.0,62.0,68.0,26.0,68.0,71,75,1000000,67,72
24,182,78,Right,60.0,64.0,64.0,66.0,50.0,62.0,69,65,1000000,67,72
25,190,84,Right,50.0,24.0,50.0,55.0,65.0,75.0,68,78,875000,67,71
24,185,80,Right,75.0,68.0,59.0,71.0,26.0,61.0,57,69,1000000,67,71
25,175,70,Right,67.0,56.0,63.0,65.0,63.0,73.0,80,69,900000,67,71
25,177,68,Right,78.0,50.0,56.0,61.0,60.0,66.0,84,54,875000,67,71
25,187,73,Right,79.0,58.0,58.0,66.0,61.0,64.0,82,56,875000,67,71
25,170,72,Right,75.0,56.0,66.0,67.0,63.0,72.0,78,70,975000,67,71
25,180,83,Right,73.0,42.0,58.0,59.0,64.0,73.0,78,72,875000,67,71
25,184,73,Right,63.0,32.0,54.0,60.0,68.0,74.0,72,75,900000,67,71
26,195,81,Right,44.0,33.0,51.0,51.0,67.0,72.0,58,83,875000,67,71
24,173,69,Right,84.0,68.0,54.0,70.0,28.0,61.0,56,64,1000000,67,71
25,190,78,Right,43.0,33.0,39.0,39.0,70.0,72.0,66,83,875000,67,71
25,173,72,Right,83.0,53.0,54.0,69.0,60.0,61.0,78,58,875000,67,71
25,170,70,Right,71.0,49.0,59.0,68.0,64.0,68.0,67,67,875000,67,71
25,175,68,Right,70.0,57.0,64.0,70.0,58.0,57.0,72,44,975000,67,71
23,171,63,Right,72.0,26.0,54.0,66.0,62.0,62.0,74,60,875000,67,71
25,177,69,Right,70.0,51.0,64.0,74.0,60.0,66.0,50,71,975000,67,71
25,189,86,Right,66.0,65.0,51.0,66.0,22.0,68.0,63,83,1000000,67,71
26,173,69,Right,61.0,62.0,64.0,67.0,62.0,61.0,72,59,875000,67,71
25,178,78,Right,80.0,54.0,62.0,67.0,60.0,68.0,82,64,875000,67,71
24,177,70,Right,76.0,69.0,61.0,69.0,37.0,67.0,81,58,1000000,67,71
24,185,77,Left,71.0,61.0,63.0,67.0,21.0,66.0,60,75,1000000,67,71
23,186,80,Right,53.0,44.0,53.0,54.0,66.0,75.0,70,79,900000,67,71
25,164,62,Right,70.0,62.0,65.0,73.0,42.0,50.0,70,43,1000000,67,71
23,165,66,Right,85.0,60.0,61.0,71.0,53.0,61.0,58,56,1000000,67,71
24,176,68,Right,76.0,38.0,59.0,63.0,62.0,65.0,74,63,875000,67,71
25,170,80,Right,89.0,31.0,57.0,68.0,59.0,65.0,74,59,875000,67,71
23,181,81,Right,75.0,68.0,54.0,63.0,21.0,70.0,65,76,1000000,67,71
24,190,84,Right,54.0,27.0,41.0,42.0,69.0,69.0,58,75,900000,67,71
25,185,70,Left,69.0,51.0,59.0,63.0,63.0,66.0,69,65,875000,67,71
26,188,76,Left,66.0,29.0,51.0,58.0,66.0,72.0,72,75,850000,67,70
26,180,74,Right,73.0,53.0,60.0,63.0,62.0,74.0,86,70,825000,67,70
26,192,80,Right,67.0,64.0,61.0,65.0,64.0,81.0,82,83,925000,67,70
27,196,91,Left,48.0,47.0,46.0,39.0,68.0,81.0,71,91,825000,67,70
27,181,75,Right,71.0,57.0,64.0,65.0,63.0,69.0,78,66,825000,67,70
25,184,77,Left,70.0,60.0,69.0,68.0,50.0,51.0,51,52,950000,67,70
25,175,65,Right,83.0,59.0,60.0,70.0,47.0,63.0,73,60,950000,67,70
25,182,73,Right,42.0,43.0,67.0,65.0,66.0,67.0,70,72,950000,67,70
27,189,82,Right,72.0,24.0,52.0,56.0,67.0,68.0,52,75,825000,67,70
27,191,86,Right,60.0,34.0,34.0,40.0,68.0,74.0,55,86,825000,67,70
26,187,83,Right,60.0,41.0,51.0,53.0,65.0,74.0,62,79,850000,67,70
26,175,72,Right,59.0,60.0,68.0,66.0,61.0,63.0,67,60,925000,67,70
25,178,72,Right,47.0,59.0,68.0,65.0,59.0,59.0,65,52,950000,67,70
25,181,82,Right,84.0,64.0,61.0,69.0,43.0,66.0,75,69,975000,67,70
26,181,80,Right,71.0,56.0,65.0,69.0,59.0,69.0,70,72,925000,67,70
26,198,88,Right,60.0,62.0,46.0,66.0,29.0,76.0,63,93,975000,67,70
27,177,77,Right,68.0,53.0,59.0,62.0,65.0,71.0,75,70,825000,67,70
25,183,66,Right,55.0,59.0,68.0,70.0,46.0,45.0,67,35,950000,67,70
26,177,79,Right,76.0,48.0,59.0,63.0,63.0,76.0,73,74,850000,67,70
25,182,75,Right,87.0,45.0,56.0,65.0,59.0,73.0,75,70,850000,67,70
25,180,70,Left,67.0,50.0,60.0,59.0,64.0,77.0,74,77,850000,67,70
25,175,71,Left,86.0,60.0,57.0,71.0,48.0,62.0,65,60,950000,67,70
26,185,79,Right,63.0,60.0,67.0,69.0,51.0,69.0,84,61,925000,67,70
26,173,66,Left,80.0,35.0,58.0,63.0,61.0,63.0,75,57,825000,67,70
25,192,88,Right,54.0,35.0,48.0,52.0,66.0,77.0,70,85,850000,67,70
25,182,77,Right,75.0,60.0,67.0,68.0,59.0,58.0,66,55,950000,67,70
26,171,63,Right,73.0,54.0,65.0,73.0,60.0,64.0,78,58,925000,67,70
24,170,71,Right,69.0,55.0,60.0,73.0,62.0,61.0,79,52,850000,67,70
24,169,60,Left,90.0,54.0,61.0,68.0,37.0,51.0,67,33,975000,67,70
25,179,72,Right,69.0,26.0,58.0,62.0,63.0,71.0,71,75,850000,67,70
24,191,83,Left,50.0,36.0,50.0,52.0,69.0,68.0,61,76,875000,67,70
27,184,80,Right,66.0,26.0,44.0,46.0,67.0,73.0,75,75,825000,67,70
26,175,71,Right,62.0,50.0,65.0,65.0,63.0,66.0,71,62,850000,67,70
25,173,70,Right,90.0,57.0,62.0,66.0,57.0,60.0,73,56,950000,67,70
25,179,68,Left,65.0,54.0,64.0,72.0,53.0,60.0,84,51,950000,67,70
26,166,71,Right,86.0,65.0,58.0,73.0,32.0,63.0,73,57,975000,67,70
25,168,59,Left,89.0,63.0,57.0,74.0,27.0,51.0,63,48,950000,67,70
25,182,77,Left,89.0,56.0,55.0,67.0,54.0,68.0,85,68,950000,67,70
26,172,65,Left,76.0,51.0,59.0,66.0,63.0,64.0,79,59,825000,67,70
25,180,72,Right,75.0,60.0,63.0,70.0,22.0,55.0,64,57,950000,67,70
26,186,82,Left,64.0,28.0,55.0,52.0,68.0,68.0,63,69,850000,67,70
26,191,84,Right,70.0,41.0,51.0,52.0,65.0,78.0,66,86,850000,67,70
25,172,76,Left,89.0,60.0,61.0,68.0,24.0,58.0,61,65,950000,67,70
26,179,74,Right,71.0,53.0,65.0,64.0,66.0,65.0,68,59,850000,67,70
25,179,73,Left,72.0,60.0,61.0,74.0,31.0,47.0,44,57,950000,67,70
25,186,75,Right,56.0,60.0,68.0,67.0,63.0,67.0,62,68,950000,67,70
26,177,72,Left,73.0,62.0,66.0,69.0,53.0,69.0,83,70,975000,67,70
26,180,74,Right,72.0,38.0,45.0,52.0,66.0,72.0,68,72,850000,67,70
27,179,75,Right,66.0,58.0,60.0,62.0,66.0,69.0,75,70,825000,67,70
26,185,73,Right,57.0,36.0,57.0,44.0,68.0,73.0,71,75,850000,67,70
26,174,69,Right,76.0,69.0,60.0,71.0,18.0,69.0,69,68,975000,67,70
25,183,79,Right,80.0,31.0,56.0,62.0,64.0,70.0,71,72,850000,67,70
25,179,80,Right,66.0,53.0,65.0,67.0,61.0,75.0,76,80,950000,67,70
26,183,73,Right,58.0,42.0,55.0,54.0,68.0,69.0,73,72,850000,67,70
26,195,93,Right,40.0,56.0,43.0,50.0,63.0,82.0,65,92,850000,67,70
24,183,75,Right,87.0,56.0,63.0,62.0,62.0,67.0,75,63,975000,67,70
25,177,72,Right,70.0,64.0,60.0,68.0,39.0,61.0,68,66,950000,67,70
25,178,74,Right,78.0,55.0,59.0,65.0,55.0,75.0,90,66,950000,67,70
27,185,81,Right,58.0,34.0,38.0,40.0,69.0,70.0,59,78,0,67,70
26,190,73,Left,51.0,25.0,38.0,39.0,70.0,68.0,66,69,850000,67,70
24,179,76,Left,71.0,65.0,64.0,69.0,34.0,59.0,61,67,975000,67,70
26,187,75,Right,92.0,63.0,59.0,66.0,48.0,65.0,77,69,975000,67,70
25,175,68,Left,81.0,42.0,52.0,67.0,60.0,70.0,91,61,850000,67,70
25,183,70,Right,81.0,66.0,51.0,66.0,24.0,64.0,76,68,975000,67,70
25,181,78,Right,79.0,58.0,60.0,70.0,54.0,76.0,86,78,950000,67,70
26,177,75,Right,89.0,65.0,45.0,67.0,26.0,67.0,75,73,975000,67,70
26,181,78,Right,69.0,62.0,69.0,69.0,48.0,67.0,71,68,950000,67,70
25,177,63,Left,61.0,62.0,64.0,67.0,24.0,46.0,50,51,950000,67,70
25,180,75,Left,81.0,68.0,63.0,70.0,26.0,60.0,61,56,975000,67,70
26,173,62,Right,66.0,64.0,67.0,63.0,55.0,63.0,79,55,925000,67,70
26,175,70,Right,62.0,55.0,66.0,68.0,61.0,61.0,63,61,925000,67,70
25,178,67,Right,82.0,56.0,60.0,70.0,59.0,68.0,68,68,850000,67,70
25,172,70,Right,87.0,60.0,58.0,71.0,26.0,50.0,61,46,950000,67,70
25,171,62,Left,69.0,26.0,57.0,64.0,62.0,60.0,74,58,850000,67,70
26,170,73,Right,68.0,39.0,54.0,61.0,66.0,63.0,66,63,825000,67,70
26,183,80,Right,66.0,65.0,62.0,65.0,50.0,68.0,70,70,975000,67,70
25,182,70,Right,75.0,62.0,63.0,67.0,32.0,65.0,54,77,950000,67,70
25,185,70,Right,68.0,55.0,66.0,66.0,60.0,66.0,77,62,950000,67,70
28,188,79,Left,53.0,39.0,53.0,58.0,65.0,76.0,75,78,775000,67,69
27,183,76,Right,56.0,22.0,46.0,51.0,66.0,75.0,69,78,800000,67,69
27,174,68,Right,61.0,58.0,65.0,62.0,65.0,66.0,80,58,800000,67,69
27,184,85,Left,61.0,39.0,55.0,61.0,66.0,74.0,72,78,800000,67,69
26,184,83,Right,77.0,51.0,56.0,64.0,63.0,67.0,80,66,800000,67,69
26,175,72,Right,69.0,46.0,60.0,68.0,61.0,71.0,80,61,825000,67,69
27,184,70,Right,56.0,26.0,45.0,46.0,68.0,68.0,60,73,800000,67,69
27,190,88,Right,52.0,32.0,45.0,44.0,64.0,76.0,59,83,800000,67,69
26,180,76,Right,74.0,70.0,63.0,64.0,27.0,65.0,66,72,925000,67,69
26,175,78,Left,77.0,54.0,57.0,67.0,63.0,72.0,77,70,800000,67,69
26,190,78,Left,65.0,68.0,65.0,63.0,63.0,66.0,63,73,800000,67,69
25,175,72,Left,66.0,63.0,66.0,69.0,60.0,68.0,73,62,925000,67,69
26,186,70,Left,67.0,36.0,57.0,59.0,61.0,74.0,91,66,800000,67,69
27,187,75,Right,61.0,27.0,50.0,50.0,65.0,70.0,63,76,800000,67,69
26,190,83,Right,48.0,63.0,62.0,70.0,59.0,77.0,79,80,900000,67,69
25,175,64,Right,91.0,63.0,60.0,68.0,34.0,59.0,61,58,925000,67,69
28,188,82,Right,64.0,33.0,50.0,53.0,67.0,71.0,65,76,775000,67,69
26,183,70,Right,63.0,39.0,49.0,49.0,67.0,69.0,78,62,825000,67,69
28,185,80,Right,53.0,21.0,44.0,54.0,67.0,73.0,64,79,775000,67,69
27,179,75,Right,66.0,54.0,57.0,59.0,66.0,76.0,81,76,800000,67,69
27,185,78,Left,60.0,46.0,54.0,55.0,68.0,73.0,77,73,800000,67,69
27,188,86,Left,52.0,29.0,34.0,43.0,67.0,76.0,67,80,800000,67,69
26,192,82,Right,67.0,63.0,53.0,61.0,28.0,69.0,64,88,925000,67,69
26,190,75,Right,53.0,39.0,53.0,57.0,68.0,66.0,50,72,825000,67,69
26,177,70,Right,73.0,38.0,58.0,66.0,63.0,65.0,75,59,800000,67,69
27,191,80,Left,49.0,51.0,58.0,58.0,66.0,81.0,83,84,800000,67,69
25,184,78,Right,81.0,65.0,60.0,70.0,32.0,58.0,58,65,925000,67,69
26,178,72,Right,76.0,38.0,62.0,67.0,60.0,62.0,74,57,800000,67,69
26,188,80,Right,37.0,68.0,49.0,61.0,29.0,64.0,50,77,925000,67,69
27,198,94,Right,38.0,25.0,49.0,49.0,68.0,73.0,65,87,800000,67,69
25,167,61,Right,77.0,60.0,62.0,68.0,31.0,54.0,75,41,925000,67,69
25,171,64,Right,72.0,63.0,67.0,68.0,26.0,52.0,66,53,925000,67,69
25,174,68,Right,75.0,59.0,67.0,68.0,42.0,59.0,71,62,950000,67,69
28,187,73,Right,77.0,27.0,33.0,44.0,68.0,75.0,63,81,775000,67,69
25,175,66,Left,73.0,66.0,61.0,66.0,17.0,61.0,69,59,925000,67,69
27,189,84,Left,63.0,39.0,51.0,52.0,65.0,77.0,70,87,800000,67,69
28,189,86,Right,57.0,56.0,46.0,52.0,66.0,72.0,53,80,775000,67,69
26,189,76,Left,67.0,68.0,54.0,64.0,28.0,66.0,70,72,925000,67,69
28,187,75,Right,59.0,51.0,60.0,61.0,66.0,75.0,76,77,775000,67,69
28,183,80,Right,63.0,61.0,64.0,63.0,70.0,69.0,69,71,775000,67,69
28,189,85,Left,50.0,29.0,48.0,57.0,68.0,74.0,62,82,775000,67,69
27,182,77,Right,58.0,23.0,35.0,41.0,68.0,74.0,72,77,800000,67,69
25,163,58,Right,80.0,61.0,63.0,70.0,38.0,52.0,80,32,925000,67,69
26,185,75,Right,64.0,68.0,41.0,62.0,29.0,73.0,65,77,925000,67,69
26,184,80,Right,71.0,67.0,45.0,65.0,36.0,72.0,72,75,925000,67,69
25,188,80,Left,55.0,41.0,54.0,50.0,66.0,76.0,60,80,825000,67,69
28,199,99,Right,66.0,45.0,37.0,43.0,65.0,81.0,71,94,775000,67,69
26,173,71,Right,77.0,39.0,57.0,65.0,63.0,65.0,64,64,800000,67,69
29,183,76,Left,74.0,56.0,61.0,64.0,65.0,79.0,86,79,725000,67,68
27,179,75,Left,67.0,47.0,62.0,62.0,63.0,72.0,74,70,750000,67,68
28,178,78,Left,78.0,25.0,46.0,51.0,65.0,73.0,64,79,750000,67,68
28,191,85,Right,62.0,58.0,55.0,56.0,65.0,81.0,72,86,750000,67,68
26,190,76,Right,62.0,65.0,64.0,66.0,64.0,77.0,77,79,875000,67,68
28,188,85,Right,66.0,33.0,52.0,50.0,66.0,76.0,68,86,750000,67,68
27,176,76,Right,71.0,49.0,53.0,66.0,65.0,67.0,67,67,750000,67,68
26,191,83,Right,60.0,65.0,63.0,66.0,52.0,76.0,59,89,900000,67,68
27,180,79,Right,75.0,69.0,57.0,68.0,27.0,68.0,65,73,900000,67,68
27,171,70,Right,73.0,63.0,66.0,67.0,67.0,69.0,83,64,850000,67,68
27,186,81,Left,73.0,66.0,58.0,69.0,29.0,61.0,60,65,900000,67,68
26,175,75,Right,82.0,57.0,60.0,70.0,52.0,72.0,82,67,900000,67,68
28,189,78,Right,54.0,48.0,55.0,48.0,66.0,79.0,75,82,750000,67,68
26,173,65,Right,84.0,59.0,59.0,72.0,30.0,46.0,63,35,900000,67,68
26,175,74,Right,82.0,62.0,63.0,70.0,46.0,54.0,72,49,900000,67,68
26,184,78,Right,58.0,45.0,63.0,66.0,66.0,61.0,59,59,800000,67,68
27,191,80,Right,68.0,57.0,62.0,67.0,63.0,82.0,74,89,775000,67,68
29,187,81,Left,71.0,46.0,60.0,55.0,66.0,68.0,58,71,725000,67,68
27,181,73,Right,55.0,60.0,65.0,67.0,69.0,70.0,75,66,850000,67,68
26,179,71,Left,64.0,66.0,68.0,72.0,37.0,37.0,31,37,900000,67,68
27,180,70,Left,70.0,66.0,49.0,66.0,23.0,63.0,55,70,900000,67,68
27,183,79,Right,81.0,65.0,45.0,65.0,25.0,71.0,71,76,900000,67,68
25,182,66,Right,74.0,67.0,63.0,68.0,38.0,66.0,74,65,900000,67,68
28,179,72,Right,54.0,25.0,43.0,46.0,68.0,71.0,70,76,750000,67,68
28,190,78,Left,36.0,35.0,56.0,50.0,70.0,67.0,71,67,750000,67,68
27,185,85,Right,81.0,60.0,64.0,69.0,67.0,82.0,82,85,850000,67,68
26,186,74,Right,65.0,47.0,62.0,64.0,64.0,77.0,88,73,800000,67,68
29,187,85,Right,62.0,29.0,42.0,44.0,67.0,75.0,59,87,725000,67,68
26,184,80,Left,66.0,26.0,60.0,57.0,67.0,75.0,78,73,800000,67,68
29,186,81,Right,66.0,30.0,48.0,51.0,67.0,75.0,69,80,725000,67,68
26,184,76,Left,66.0,66.0,70.0,67.0,34.0,55.0,55,61,900000,67,68
29,188,82,Right,74.0,26.0,39.0,42.0,67.0,76.0,69,82,725000,67,68
27,183,85,Left,62.0,36.0,49.0,47.0,67.0,70.0,64,78,775000,67,68
27,180,68,Right,81.0,65.0,54.0,69.0,22.0,63.0,72,66,900000,67,68
28,184,80,Right,68.0,43.0,51.0,54.0,66.0,73.0,71,76,750000,67,68
26,180,75,Left,77.0,60.0,62.0,70.0,41.0,59.0,71,60,900000,67,68
27,184,77,Left,73.0,43.0,57.0,59.0,65.0,76.0,76,79,775000,67,68
27,182,80,Right,65.0,48.0,60.0,58.0,65.0,75.0,81,75,775000,67,68
27,168,65,Right,77.0,68.0,57.0,71.0,20.0,63.0,80,54,875000,67,68
26,181,70,Right,77.0,60.0,61.0,73.0,20.0,65.0,69,69,900000,67,68
26,170,70,Left,76.0,59.0,67.0,68.0,37.0,58.0,53,48,900000,67,68
27,195,85,Left,65.0,66.0,48.0,61.0,33.0,74.0,71,85,900000,67,68
27,181,77,Right,66.0,35.0,53.0,60.0,68.0,69.0,75,66,750000,67,68
26,173,68,Right,71.0,38.0,52.0,62.0,64.0,69.0,90,59,775000,67,68
27,194,89,Right,42.0,68.0,52.0,62.0,30.0,74.0,55,90,900000,67,68
27,193,80,Right,76.0,67.0,53.0,63.0,27.0,69.0,64,78,900000,67,68
29,194,90,Left,49.0,27.0,43.0,44.0,65.0,79.0,63,91,725000,67,68
27,177,70,Right,69.0,65.0,66.0,70.0,54.0,54.0,71,58,0,67,68
27,171,64,Left,78.0,59.0,65.0,64.0,59.0,69.0,78,66,750000,67,68
26,180,73,Right,69.0,67.0,64.0,66.0,41.0,60.0,58,67,900000,67,68
27,180,75,Left,68.0,38.0,59.0,62.0,65.0,63.0,69,63,750000,67,68
27,180,78,Right,74.0,65.0,46.0,65.0,27.0,68.0,77,74,900000,67,68
27,173,67,Right,74.0,44.0,49.0,52.0,63.0,58.0,71,54,750000,67,68
27,174,66,Left,81.0,52.0,64.0,64.0,58.0,68.0,82,69,750000,67,68
27,187,79,Right,71.0,68.0,55.0,65.0,23.0,74.0,71,81,900000,67,68
26,177,74,Right,67.0,65.0,61.0,68.0,45.0,76.0,89,72,900000,67,68
27,192,88,Right,58.0,30.0,42.0,41.0,64.0,81.0,70,90,0,67,68
26,186,85,Right,82.0,62.0,65.0,74.0,43.0,70.0,66,74,900000,67,68
26,180,73,Left,80.0,54.0,61.0,69.0,32.0,52.0,67,48,900000,67,68
26,185,83,Right,66.0,67.0,42.0,60.0,27.0,70.0,79,78,900000,67,68
26,186,81,Right,62.0,59.0,54.0,53.0,67.0,78.0,76,81,800000,67,68
27,167,69,Right,78.0,62.0,64.0,72.0,56.0,50.0,70,33,0,67,68
25,169,65,Right,79.0,61.0,64.0,69.0,25.0,44.0,60,39,900000,67,68
35,185,84,Left,47.0,70.0,75.0,65.0,65.0,62.0,38,70,325000,67,67
35,188,83,Right,33.0,66.0,62.0,58.0,67.0,79.0,84,81,325000,67,67
40,180,76,Right,30.0,35.0,45.0,49.0,66.0,71.0,48,82,0,67,67
36,174,74,Right,72.0,42.0,58.0,63.0,63.0,75.0,76,73,140000,67,67
36,180,77,Right,60.0,68.0,56.0,69.0,37.0,65.0,55,72,275000,67,67
35,184,85,Right,45.0,70.0,49.0,55.0,24.0,58.0,34,74,350000,67,67
36,186,77,Right,43.0,55.0,59.0,57.0,66.0,78.0,73,80,160000,67,67
33,183,78,Right,52.0,42.0,58.0,60.0,68.0,69.0,69,71,350000,67,67
34,172,69,Left,58.0,68.0,70.0,70.0,51.0,61.0,69,57,375000,67,67
33,182,82,Right,68.0,36.0,50.0,51.0,67.0,71.0,66,74,350000,67,67
34,185,75,Right,66.0,66.0,66.0,64.0,51.0,76.0,69,82,400000,67,67
34,183,78,Left,38.0,48.0,63.0,62.0,67.0,66.0,53,70,275000,67,67
33,170,68,Right,54.0,66.0,65.0,68.0,63.0,64.0,68,60,450000,67,67
34,173,67,Right,47.0,49.0,69.0,67.0,60.0,73.0,70,69,375000,67,67
36,180,80,Right,40.0,59.0,66.0,63.0,67.0,65.0,53,68,160000,67,67
34,183,85,Right,36.0,69.0,60.0,62.0,47.0,71.0,48,81,400000,67,67
35,180,72,Left,72.0,42.0,56.0,49.0,64.0,69.0,75,67,220000,67,67
36,183,75,Right,35.0,42.0,59.0,58.0,67.0,69.0,58,74,150000,67,67
33,178,72,Right,58.0,63.0,66.0,64.0,66.0,72.0,75,70,0,67,67
36,185,79,Right,39.0,60.0,60.0,59.0,67.0,70.0,57,75,160000,67,67
33,183,73,Left,54.0,62.0,64.0,62.0,67.0,70.0,55,78,375000,67,67
